dataset,category,id,home,uid,shorthand,status,screw,diameter,length,quantity,product_code,set,proper_name,screw_sizes,size_range,left_right,size,location,name,presentation,description,ref,code,lat,lng,region
plates,2.7-4.0,34,"D2, D3",CHOOK,2.7,,,,,,52201365,2.7-4.0,VA 3.5mm Clavicle Hook Plates,3.5mm,Standard,R,"5H, 15MM","D2, D3",,,,,,,,
plates,2.7-4.0,35,"D2, D3",CHOOK,2.7,,,,,,52201345,2.7-4.0,VA 3.5mm Clavicle Hook Plates,3.5mm,Standard,L,5H 18MM,"D2, D3",,,,,,,,
plates,2.7-4.0,36,"D2, D3",CHOOK,2.7,,,,,,52201375,2.7-4.0,VA 3.5mm Clavicle Hook Plates,3.5mm,Standard,R,5H 18MM,"D2, D3",,,,,,,,
plates,2.7-4.0,37,D3,CHOOK,2.7,,,,,,52201336,2.7-4.0,VA 3.5mm Clavicle Hook Plates,3.5mm,Standard,L,6H 15MM,D3,,,,,,,,
plates,2.7-4.0,38,D3,CHOOK,2.7,,,,,,52201366,2.7-4.0,VA 3.5mm Clavicle Hook Plates,3.5mm,Standard,R,6H 15MM,D3,,,,,,,,
plates,2.7-4.0,39,D3,CHOOK,2.7,,,,,,52201346,2.7-4.0,VA 3.5mm Clavicle Hook Plates,3.5mm,Standard,L,6H 18MM,D3,,,,,,,,
plates,2.7-4.0,40,D3,CHOOK,2.7,,,,,,52201376,2.7-4.0,VA 3.5mm Clavicle Hook Plates,3.5mm,Standard,R,6H 18MM,D3,,,,,,,,
plates,2.7-4.0,41,D3,CHOOK,2.7,,,,,,52201337,2.7-4.0,VA 3.5mm Clavicle Hook Plates,3.5mm,Standard,L,7H 15MM,D3,,,,,,,,
plates,2.7-4.0,42,D3,CHOOK,2.7,,,,,,52201367,2.7-4.0,VA 3.5mm Clavicle Hook Plates,3.5mm,Standard,R,7H 15MM,D3,,,,,,,,
plates,2.7-4.0,43,D3,CHOOK,2.7,,,,,,52201347,2.7-4.0,VA 3.5mm Clavicle Hook Plates,3.5mm,Standard,L,7H 18MM,D3,,,,,,,,
plates,2.7-4.0,44,D3,CHOOK,2.7,,,,,,52201377,2.7-4.0,VA 3.5mm Clavicle Hook Plates,3.5mm,Standard,R,7H 18MM,D3,,,,,,,,
plates,2.7-4.0,45,"D3, D4",DIA,2.7,,,,,,52201036,2.7-4.0,VA 3.5mm Clavicle Diaphysis Plates,3.5mm,Standard,L,6H,"D3, D4",,,,,,,,
plates,2.7-4.0,46,"D3, D4",DIA,2.7,,,,,,52201066,2.7-4.0,VA 3.5mm Clavicle Diaphysis Plates,3.5mm,Standard,R,6H,"D3, D4",,,,,,,,
plates,2.7-4.0,47,"D3, D4",DIA,2.7,,,,,,52201037,2.7-4.0,VA 3.5mm Clavicle Diaphysis Plates,3.5mm,Standard,L,7H,"D3, D4",,,,,,,,
plates,2.7-4.0,48,"D3, D4",DIA,2.7,,,,,,52201067,2.7-4.0,VA 3.5mm Clavicle Diaphysis Plates,3.5mm,Standard,R,7H,"D3, D4",,,,,,,,
plates,2.7-4.0,49,"D3, D4",DIA,2.7,,,,,,52201038,2.7-4.0,VA 3.5mm Clavicle Diaphysis Plates,3.5mm,Standard,L,8H,"D3, D4",,,,,,,,
plates,2.7-4.0,50,"D3, D4",DIA,2.7,,,,,,52201068,2.7-4.0,VA 3.5mm Clavicle Diaphysis Plates,3.5mm,Standard,R,8H,"D3, D4",,,,,,,,
plates,2.7-4.0,51,"D3, D4",DIA,2.7,,,,,,52201039,2.7-4.0,VA 3.5mm Clavicle Diaphysis Plates,3.5mm,Standard,L,9H,"D3, D4",,,,,,,,
plates,2.7-4.0,52,"D3, D4",DIA,2.7,,,,,,52201069,2.7-4.0,VA 3.5mm Clavicle Diaphysis Plates,3.5mm,Standard,R,9H,"D3, D4",,,,,,,,
plates,2.7-4.0,53,"D3, D4",DIA,2.7,,,,,,52201040,2.7-4.0,VA 3.5mm Clavicle Diaphysis Plates,3.5mm,Standard,L,10H,"D3, D4",,,,,,,,
plates,2.7-4.0,54,"D3, D4",DIA,2.7,,,,,,52201070,2.7-4.0,VA 3.5mm Clavicle Diaphysis Plates,3.5mm,Standard,R,10H,"D3, D4",,,,,,,,
plates,2.7-4.0,55,"D1, D2, D3",URS,2.7,,,,,,52203706,2.7-4.0,VA 3.5mm Ulna Radius Straight Plates,3.5mm,Standard,,6H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,56,"D1, D2, D3",URS,2.7,,,,,,52203707,2.7-4.0,VA 3.5mm Ulna Radius Straight Plates,3.5mm,Standard,,7H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,57,"D1, D2, D3",URS,2.7,,,,,,52203708,2.7-4.0,VA 3.5mm Ulna Radius Straight Plates,3.5mm,Standard,,8H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,58,"D1, D2, D3",URS,2.7,,,,,,52203709,2.7-4.0,VA 3.5mm Ulna Radius Straight Plates,3.5mm,Standard,,9H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,59,"D1, D2, D3",URS,2.7,,,,,,52203710,2.7-4.0,VA 3.5mm Ulna Radius Straight Plates,3.5mm,Standard,,10H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,60,D1,URS,2.7,,,,,,52203712,2.7-4.0,VA 3.5mm Ulna Radius Straight Plates,3.5mm,Long,,12H,D1,,,,,,,,
plates,2.7-4.0,61,D1,URS,2.7,,,,,,52203714,2.7-4.0,VA 3.5mm Ulna Radius Straight Plates,3.5mm,Long,,14H,D1,,,,,,,,
plates,2.7-4.0,62,"D1, D2, D3",RECON,2.7,,,,,,52204406,2.7-4.0,VA 3.5mm Reconstruction Plate,3.5mm,Standard,,6H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,63,"D1, D2, D3",RECON,2.7,,,,,,52204407,2.7-4.0,VA 3.5mm Reconstruction Plate,3.5mm,Standard,,7H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,64,"D1, D2, D3",RECON,2.7,,,,,,52204408,2.7-4.0,VA 3.5mm Reconstruction Plate,3.5mm,Standard,,8H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,65,"D1, D2, D3",RECON,2.7,,,,,,52204409,2.7-4.0,VA 3.5mm Reconstruction Plate,3.5mm,Standard,,9H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,66,"D1, D2, D3",RECON,2.7,,,,,,52204410,2.7-4.0,VA 3.5mm Reconstruction Plate,3.5mm,Standard,,10H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,67,"D1, D2, D3",RECON,2.7,,,,,,52204412,2.7-4.0,VA 3.5mm Reconstruction Plate,3.5mm,Long,,12H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,68,"D1, D2, D3",RECON,2.7,,,,,,52204414,2.7-4.0,VA 3.5mm Reconstruction Plate,3.5mm,Long,,14H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,69,"D1, D2, D3",RECON,2.7,,,,,,52204416,2.7-4.0,VA 3.5mm Reconstruction Plate,3.5mm,Long,,16H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,70,D1,METAI,2.7,,,,,,52204208,2.7-4.0,VA 3.5mm Metaphyseal Plates,3.5mm,Standard,,8H,D1,,,,,,,,
plates,2.7-4.0,71,D1,METAI,2.7,,,,,,52204210,2.7-4.0,VA 3.5mm Metaphyseal Plates,3.5mm,Standard,,10H,D1,,,,,,,,
plates,3.5-6.5,01,D6,METAII,3.5,,,,,,52204308,3.5-6.5,VA 3.5/4.5/5.0mm Metaphyseal Plates,"3.5mm, 4.5mm, 5.0mm",Standard,,8H,D6,,,,,,,,
plates,3.5-6.6,01,D6,METAII,,,,,,,52204310,3.5-6.6,VA 3.5/4.5/5.0mm Metaphyseal Plates,"3.5mm, 4.5mm, 5.0mm",Standard,,10H,D6,,,,,,,,
plates,3.5-6.7,01,D6,METAII,,,,,,,52204312,3.5-6.7,VA 3.5/4.5/5.0mm Metaphyseal Plates,"3.5mm, 4.5mm, 5.0mm",Standard,,12H,D6,,,,,,,,
plates,2.7-4.0,72,"D1, D2, D3",TUBULAR,2.7,,,,,,52203606,2.7-4.0,VA 3.5mm 1/3 Tubular Plates,"3.5mm, 4.5mm, 5.0mm",Standard,,6H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,73,"D1, D2, D3",TUBULAR,2.7,,,,,,52203607,2.7-4.0,VA 3.5mm 1/3 Tubular Plates,3.5mm,Standard,,7H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,74,"D1, D2, D3",TUBULAR,2.7,,,,,,52203608,2.7-4.0,VA 3.5mm 1/3 Tubular Plates,3.5mm,Standard,,8H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,75,"D1, D2, D3",TUBULAR,2.7,,,,,,52203609,2.7-4.0,VA 3.5mm 1/3 Tubular Plates,3.5mm,Standard,,9H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,76,"D1, D2, D3",TUBULAR,2.7,,,,,,52203610,2.7-4.0,VA 3.5mm 1/3 Tubular Plates,3.5mm,Standard,,10H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,77,"D1, D2, D3",TUBULAR,2.7,,,,,,52203612,2.7-4.0,VA 3.5mm 1/3 Tubular Plates,3.5mm,Long,,12H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,78,"D1, D2, D3",TUBULAR,2.7,,,,,,52203614,2.7-4.0,VA 3.5mm 1/3 Tubular Plates,3.5mm,Long,,14H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,79,"D1, D2, D3",DFIBII,2.7,,,,,,52201633,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates II,"2.7mm, 3.5mm",Standard,L,3H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,80,"D1, D2, D3",DFIBII,2.7,,,,,,52201635,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates II,"2.7mm, 3.5mm",Standard,L,5H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,81,"D1, D2, D3",DFIBII,2.7,,,,,,52201637,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates II,"2.7mm, 3.5mm",Standard,L,7H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,82,"D1, D2, D3",DFIBII,2.7,,,,,,52201639,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates II,"2.7mm, 3.5mm",LONG,L,9H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,83,"D1, D2, D3",DFIBII,2.7,,,,,,52201663,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates II,"2.7mm, 3.5mm",Standard,R,3H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,84,"D1, D2, D3",DFIBII,2.7,,,,,,52201665,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates II,"2.7mm, 3.5mm",Standard,R,5H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,85,"D1, D2, D3",DFIBII,2.7,,,,,,52201667,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates II,"2.7mm, 3.5mm",Standard,R,7H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,86,"D1, D2, D3",DFIBII,2.7,,,,,,52201669,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates II,"2.7mm, 3.5mm",LONG,R,9H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,87,"D1, D2, D3",DFIBIII,2.7,,,,,,52205333,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates III,"2.7mm, 3.5mm",Standard,L,3H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,88,"D1, D2, D3",DFIBIII,2.7,,,,,,52205334,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates III,"2.7mm, 3.5mm",Standard,L,4H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,89,"D1, D2, D3",DFIBIII,2.7,,,,,,52205335,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates III,"2.7mm, 3.5mm",Standard,L,5H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,90,"D1, D2, D3",DFIBIII,2.7,,,,,,52205337,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates III,"2.7mm, 3.5mm",Standard,L,7H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,91,"D1, D2, D3",DFIBIII,2.7,,,,,,52205338,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates III,"2.7mm, 3.5mm",LONG,L,8H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,92,"D1, D2, D3",DFIBIII,2.7,,,,,,52205363,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates III,"2.7mm, 3.5mm",Standard,R,3H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,93,"D1, D2, D3",DFIBIII,2.7,,,,,,52205364,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates III,"2.7mm, 3.5mm",Standard,R,4H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,94,"D1, D2, D3",DFIBIII,2.7,,,,,,52205365,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates III,"2.7mm, 3.5mm",Standard,R,5H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,95,"D1, D2, D3",DFIBIII,2.7,,,,,,52205367,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates III,"2.7mm, 3.5mm",Standard,R,7H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,96,"D1, D2, D3",DFIBIII,2.7,,,,,,52205369,2.7-4.0,VA 2.7/3.5mm Distal Lateral Fibular Plates III,"2.7mm, 3.5mm",LONG,R,8H,"D1, D2, D3",,,,,,,,
plates,2.7-4.0,97,"D1, D2[no_stock]",DMH,2.7,,,,,,52200634,2.7-4.0,VA 2.7/3.5mm Distal Medial Humeral Plates,"2.7mm, 3.5mm",Standard,L,4H,"D1, D2[no_stock]",,,,,,,,
plates,2.7-4.0,98,"D1, D2",DMH,2.7,,,,,,52200636,2.7-4.0,VA 2.7/3.5mm Distal Medial Humeral Plates,"2.7mm, 3.5mm",Standard,L,6H,"D1, D2",,,,,,,,
plates,2.7-4.0,99,"D1, D2",DMH,2.7,,,,,,52200638,2.7-4.0,VA 2.7/3.5mm Distal Medial Humeral Plates,"2.7mm, 3.5mm",Standard,L,8H,"D1, D2",,,,,,,,
plates,2.7-4.0,100,"D1, D2",DMH,2.7,,,,,,52200664,2.7-4.0,VA 2.7/3.5mm Distal Medial Humeral Plates,"2.7mm, 3.5mm",Standard,R,4H,"D1, D2",,,,,,,,
plates,2.7-4.0,101,"D1, D2",DMH,2.7,,,,,,52200666,2.7-4.0,VA 2.7/3.5mm Distal Medial Humeral Plates,"2.7mm, 3.5mm",Standard,R,6H,"D1, D2",,,,,,,,
plates,2.7-4.0,102,"D1, D2",DMH,2.7,,,,,,52200668,2.7-4.0,VA 2.7/3.5mm Distal Medial Humeral Plates,"2.7mm, 3.5mm",Standard,R,8H,"D1, D2",,,,,,,,
plates,2.7-4.0,103,"D1, D2",DPLH,2.7,,,,,,52200734,2.7-4.0,VA 2.7/3.5mm Distal Posterior/Lateral Humeral Plates,"2.7mm, 3.5mm",Standard,L,4H,"D1, D2",,,,,,,,
plates,2.7-4.0,104,"D1, D2",DPLH,2.7,,,,,,52200736,2.7-4.0,VA 2.7/3.5mm Distal Posterior/Lateral Humeral Plates,"2.7mm, 3.5mm",Standard,L,6H,"D1, D2",,,,,,,,
plates,2.7-4.0,105,"D1, D2",DPLH,2.7,,,,,,52200738,2.7-4.0,VA 2.7/3.5mm Distal Posterior/Lateral Humeral Plates,"2.7mm, 3.5mm",Standard,L,8H,"D1, D2",,,,,,,,
plates,2.7-4.0,106,"D1, D2",DPLH,2.7,,,,,,52200740,2.7-4.0,VA 2.7/3.5mm Distal Posterior/Lateral Humeral Plates,"2.7mm, 3.5mm",Standard,L,10H,"D1, D2",,,,,,,,
plates,2.7-4.0,107,"D1, D2",DPLH,2.7,,,,,,52200742,2.7-4.0,VA 2.7/3.5mm Distal Posterior/Lateral Humeral Plates,"2.7mm, 3.5mm",Standard,L,12H,"D1, D2",,,,,,,,
plates,2.7-4.0,108,"D1, D2",DPLH,2.7,,,,,,52200744,2.7-4.0,VA 2.7/3.5mm Distal Posterior/Lateral Humeral Plates,"2.7mm, 3.5mm",Standard,L,14H,"D1, D2",,,,,,,,
plates,2.7-4.0,109,"D1, D2",DPLH,2.7,,,,,,52200764,2.7-4.0,VA 2.7/3.5mm Distal Posterior/Lateral Humeral Plates,"2.7mm, 3.5mm",Standard,R,4H,"D1, D2",,,,,,,,
plates,2.7-4.0,110,"D1, D2",DPLH,2.7,,,,,,52200766,2.7-4.0,VA 2.7/3.5mm Distal Posterior/Lateral Humeral Plates,"2.7mm, 3.5mm",Standard,R,6H,"D1, D2",,,,,,,,
plates,2.7-4.0,111,"D1, D2",DPLH,2.7,,,,,,52200768,2.7-4.0,VA 2.7/3.5mm Distal Posterior/Lateral Humeral Plates,"2.7mm, 3.5mm",Standard,R,8H,"D1, D2",,,,,,,,
plates,2.7-4.0,112,"D1, D2",DPLH,2.7,,,,,,52200770,2.7-4.0,VA 2.7/3.5mm Distal Posterior/Lateral Humeral Plates,"2.7mm, 3.5mm",Standard,R,10H,"D1, D2",,,,,,,,
plates,2.7-4.0,113,"D1, D2",DPLH,2.7,,,,,,52200772,2.7-4.0,VA 2.7/3.5mm Distal Posterior/Lateral Humeral Plates,"2.7mm, 3.5mm",Standard,R,12H,"D1, D2",,,,,,,,
plates,2.7-4.0,114,"D1, D2",DPLH,2.7,,,,,,52200774,2.7-4.0,VA 2.7/3.5mm Distal Posterior/Lateral Humeral Plates,"2.7mm, 3.5mm",Standard,R,14H,"D1, D2",,,,,,,,
plates,2.7-4.0,115,"D3, D4",DLHI,2.7,,,,,,52200836,2.7-4.0,VA 2.7/3.5mm Distal Lateral Humeral Plates I,"2.7mm, 3.5mm",Standard,L,6H,"D3, D4",,,,,,,,
plates,2.7-4.0,116,"D3, D4",DLHI,2.7,,,,,,52200866,2.7-4.0,VA 2.7/3.5mm Distal Lateral Humeral Plates I,"2.7mm, 3.5mm",Standard,R,6H,"D3, D4",,,,,,,,
plates,2.7-4.0,117,"D3, D4",DLHI,2.7,,,,,,52200838,2.7-4.0,VA 2.7/3.5mm Distal Lateral Humeral Plates I,"2.7mm, 3.5mm",Standard,L,8H,"D3, D4",,,,,,,,
plates,2.7-4.0,118,"D3, D4",DLHI,2.7,,,,,,52200868,2.7-4.0,VA 2.7/3.5mm Distal Lateral Humeral Plates I,"2.7mm, 3.5mm",Standard,R,8H,"D3, D4",,,,,,,,
plates,2.7-4.0,119,"D3, D4",DLHI,2.7,,,,,,52200840,2.7-4.0,VA 2.7/3.5mm Distal Lateral Humeral Plates I,"2.7mm, 3.5mm",Standard,L,10H,"D3, D4",,,,,,,,
plates,2.7-4.0,120,"D3, D4",DLHI,2.7,,,,,,52200870,2.7-4.0,VA 2.7/3.5mm Distal Lateral Humeral Plates I,"2.7mm, 3.5mm",Standard,R,10H,"D3, D4",,,,,,,,
plates,2.7-4.0,121,D4,DLHII,2.7,,,,,,52207334,2.7-4.0,VA 2.7/3.5mm Distal Lateral Humeral Plates II,"2.7mm, 3.5mm",Standard,L,4H,D4,,,,,,,,
plates,2.7-4.0,122,D4,DLHII,2.7,,,,,,52207336,2.7-4.0,VA 2.7/3.5mm Distal Lateral Humeral Plates II,"2.7mm, 3.5mm",Standard,L,6H,D4,,,,,,,,
plates,2.7-4.0,123,D4,DLHII,2.7,,,,,,52207338,2.7-4.0,VA 2.7/3.5mm Distal Lateral Humeral Plates II,"2.7mm, 3.5mm",Standard,L,8H,D4,,,,,,,,
plates,2.7-4.0,124,D4,DLHII,2.7,,,,,,52207364,2.7-4.0,VA 2.7/3.5mm Distal Lateral Humeral Plates II,"2.7mm, 3.5mm",Standard,R,4H,D4,,,,,,,,
plates,2.7-4.0,125,D4,DLHII,2.7,,,,,,52207366,2.7-4.0,VA 2.7/3.5mm Distal Lateral Humeral Plates II,"2.7mm, 3.5mm",Standard,R,6H,D4,,,,,,,,
plates,2.7-4.0,126,D4,DLHII,2.7,,,,,,52207368,2.7-4.0,VA 2.7/3.5mm Distal Lateral Humeral Plates II,"2.7mm, 3.5mm",Standard,R,8H,D4,,,,,,,,
plates,2.7-4.0,127,"D1, D2",DMT,2.7,,,,,,52201836,2.7-4.0,VA 2.7/3.5mm Distal Medial Tibia Plates II,"2.7mm, 3.5mm",Standard,L,6H,"D1, D2",,,,,,,,
plates,2.7-4.0,128,"D1, D2",DMT,2.7,,,,,,52201838,2.7-4.0,VA 2.7/3.5mm Distal Medial Tibia Plates II,"2.7mm, 3.5mm",Standard,L,8H,"D1, D2",,,,,,,,
plates,2.7-4.0,129,"D1, D2",DMT,2.7,,,,,,52201840,2.7-4.0,VA 2.7/3.5mm Distal Medial Tibia Plates II,"2.7mm, 3.5mm",Standard,L,10H,"D1, D2",,,,,,,,
plates,2.7-4.0,130,"D1, D2",DMT,2.7,,,,,,52201842,2.7-4.0,VA 2.7/3.5mm Distal Medial Tibia Plates II,"2.7mm, 3.5mm",Standard,L,12H,"D1, D2",,,,,,,,
plates,2.7-4.0,131,D1,DMT,2.7,,,,,,52201844,2.7-4.0,VA 2.7/3.5mm Distal Medial Tibia Plates II,"2.7mm, 3.5mm",LONG,L,14H,D1,,,,,,,,
plates,2.7-4.0,132,"D1, D2",DMT,2.7,,,,,,52201866,2.7-4.0,VA 2.7/3.5mm Distal Medial Tibia Plates II,"2.7mm, 3.5mm",Standard,R,6H,"D1, D2",,,,,,,,
plates,2.7-4.0,133,"D1, D2",DMT,2.7,,,,,,52201868,2.7-4.0,VA 2.7/3.5mm Distal Medial Tibia Plates II,"2.7mm, 3.5mm",Standard,R,8H,"D1, D2",,,,,,,,
plates,2.7-4.0,134,"D1, D2",DMT,2.7,,,,,,52201870,2.7-4.0,VA 2.7/3.5mm Distal Medial Tibia Plates II,"2.7mm, 3.5mm",Standard,R,10H,"D1, D2",,,,,,,,
plates,2.7-4.0,135,"D1, D2",DMT,2.7,,,,,,52201872,2.7-4.0,VA 2.7/3.5mm Distal Medial Tibia Plates II,"2.7mm, 3.5mm",Standard,R,12H,"D1, D2",,,,,,,,
plates,2.7-4.0,136,D1,DMT,2.7,,,,,,52201874,2.7-4.0,VA 2.7/3.5mm Distal Medial Tibia Plates II,"2.7mm, 3.5mm",LONG,R,14H,D1,,,,,,,,
plates,2.7-4.0,137,"D1, D2",DLT,2.7,,,,,,52202036,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,Standard,L,6H,"D1, D2",,,,,,,,
plates,2.7-4.0,138,"D1, D2",DLT,2.7,,,,,,52202038,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,Standard,L,8H,"D1, D2",,,,,,,,
plates,2.7-4.0,139,"D1, D2",DLT,2.7,,,,,,52202040,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,Standard,L,10H,"D1, D2",,,,,,,,
plates,2.7-4.0,140,"D1, D2",DLT,2.7,,,,,,52202042,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,Standard,L,12H,"D1, D2",,,,,,,,
plates,2.7-4.0,141,"D1, D2",DLT,2.7,,,,,,52202044,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,Standard,L,14H,"D1, D2",,,,,,,,
plates,2.7-4.0,142,D4,DLT,2.7,,,,,,52202046,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,EXTRA LONG,L,16H,D4,,,,,,,,
plates,2.7-4.0,143,D4,DLT,2.7,,,,,,52202048,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,EXTRA LONG,L,18H,D4,,,,,,,,
plates,2.7-4.0,144,D4[no_stock],DLT,2.7,,,,,,52202050,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,EXTRA LONG,L,20H,D4[no_stock],,,,,,,,
plates,2.7-4.0,145,"D1, D2",DLT,2.7,,,,,,52202066,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,Standard,R,6H,"D1, D2",,,,,,,,
plates,2.7-4.0,146,"D1, D2",DLT,2.7,,,,,,52202068,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,Standard,R,8H,"D1, D2",,,,,,,,
plates,2.7-4.0,147,"D1, D2",DLT,2.7,,,,,,52202070,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,Standard,R,10H,"D1, D2",,,,,,,,
plates,2.7-4.0,148,"D1, D2",DLT,2.7,,,,,,52202072,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,Standard,R,12H,"D1, D2",,,,,,,,
plates,2.7-4.0,149,"D1, D2",DLT,2.7,,,,,,52202074,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,Standard,R,14H,"D1, D2",,,,,,,,
plates,2.7-4.0,150,D4,DLT,2.7,,,,,,52202076,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,EXTRA LONG,R,16,D4,,,,,,,,
plates,2.7-4.0,151,D4,DLT,2.7,,,,,,52202078,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,EXTRA LONG,R,18,D4,,,,,,,,
plates,2.7-4.0,152,D4,DLT,2.7,,,,,,52202080,2.7-4.0,VA 3.5mm Distal Lateral Tibia Plates,3.5mm,EXTRA LONG,R,20,D4,,,,,,,,
plates,2.7-4.0,153,D1,CMESH,2.7,,,,,,52203430,2.7-4.0,VA 3.5mm Calcaneal Plates (Mesh),3.5mm,Standard,L,51,D1,,,,,,,,
plates,2.7-4.0,154,D1,CMESH,2.7,,,,,,52203431,2.7-4.0,VA 3.5mm Calcaneal Plates (Mesh),3.5mm,Standard,L,60,D1,,,,,,,,
plates,2.7-4.0,155,D1,CMESH,2.7,,,,,,52203432,2.7-4.0,VA 3.5mm Calcaneal Plates (Mesh),3.5mm,Standard,L,68,D1,,,,,,,,
plates,2.7-4.0,156,D1,CMESH,2.7,,,,,,52203460,2.7-4.0,VA 3.5mm Calcaneal Plates (Mesh),3.5mm,Standard,R,51,D1,,,,,,,,
plates,2.7-4.0,157,D1,CMESH,2.7,,,,,,52203461,2.7-4.0,VA 3.5mm Calcaneal Plates (Mesh),3.5mm,Standard,R,60,D1,,,,,,,,
plates,2.7-4.0,158,D1,CMESH,2.7,,,,,,52203462,2.7-4.0,VA 3.5mm Calcaneal Plates (Mesh),3.5mm,Standard,R,68,D1,,,,,,,,
plates,2.7-4.0,159,D1,CCOMBO,2.7,,,,,,52205045,2.7-4.0,VA 3.5mm Calcaneal Plates II (Combo),3.5mm,Standard,L,5H,D1,,,,,,,,
plates,2.7-4.0,160,D1,CCOMBO,2.7,,,,,,52205048,2.7-4.0,VA 3.5mm Calcaneal Plates II (Combo),3.5mm,Standard,L,8H,D1,,,,,,,,
plates,2.7-4.0,161,D1,CCOMBO,2.7,,,,,,52205075,2.7-4.0,VA 3.5mm Calcaneal Plates II (Combo),3.5mm,Standard,R,5H,D1,,,,,,,,
plates,2.7-4.0,162,D1,CCOMBO,2.7,,,,,,52205078,2.7-4.0,VA 3.5mm Calcaneal Plates II (Combo),3.5mm,Standard,R,8H,D1,,,,,,,,
plates,2.7-4.0,163,"D1, D3",PPMT,2.7,,,,,,52202602,2.7-4.0,VA 3.5mm Posteromedial Proximal Tibia Plates,3.5mm,Standard,,2H,"D1, D3",,,,,,,,
